"REF_DATE","GEO","DGUID","Alternative measures","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2013-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2013-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2013-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.5","","","","1"
"2013-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.5","","","","1"
"2013-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2014-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2014-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.5","","","","1"
"2014-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2014-04","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2014-05","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2014-06","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2014-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2014-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2014-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2014-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2014-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2014-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2015-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2015-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2015-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2015-04","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2015-05","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2015-06","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2015-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2015-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2015-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2015-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2015-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2015-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2016-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2016-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2016-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.1","","","","1"
"2016-04","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.2","","","","1"
"2016-05","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.2","","","","1"
"2016-06","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.2","","","","1"
"2016-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2016-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2016-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.1","","","","1"
"2016-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.1","","","","1"
"2016-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2016-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2017-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2017-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2017-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2017-04","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.5","","","","1"
"2017-05","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.4","","","","1"
"2017-06","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.5","","","","1"
"2017-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2017-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2017-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.6","","","","1"
"2017-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.5","","","","1"
"2017-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2017-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2018-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.7","","","","1"
"2018-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-04","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-05","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-06","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2018-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2018-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2018-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2019-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2019-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2019-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2019-04","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2019-05","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2019-06","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2019-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2019-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2019-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2019-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2019-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.1","","","","1"
"2019-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2020-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2020-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2020-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2020-04","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2020-05","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.8","","","","1"
"2020-06","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2020-07","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2020-08","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2020-09","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2020-10","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.1","","","","1"
"2020-11","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2020-12","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","1.9","","","","1"
"2021-01","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2021-02","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.0","","","","1"
"2021-03","Canada","2016A000011124","Measure of core inflation based on a weighted median approach, CPI-median (year-over-year percent change)","Percent","239","units","0","v108785714","1.2","2.1","","","","1"
"2005-01","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2005-02","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2005-03","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.9","","","","1"
"2005-04","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2005-05","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2005-06","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2005-07","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2005-08","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2005-09","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2005-10","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2005-11","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2005-12","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.7","","","","1"
"2006-01","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2006-02","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2006-03","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2006-04","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2006-05","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.9","","","","1"
"2006-06","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
"2006-07","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.0","","","","1"
"2006-08","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.1","","","","1"
"2006-09","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.3","","","","1"
"2006-10","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.4","","","","1"
"2006-11","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.5","","","","1"
"2006-12","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.5","","","","1"
"2007-01","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.5","","","","1"
"2007-02","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.8","","","","1"
"2007-03","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.8","","","","1"
"2007-04","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.8","","","","1"
"2007-05","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.8","","","","1"
"2007-06","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.9","","","","1"
"2007-07","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.7","","","","1"
"2007-08","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.5","","","","1"
"2007-09","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.5","","","","1"
"2007-10","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.3","","","","1"
"2007-11","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.2","","","","1"
"2007-12","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.2","","","","1"
"2008-01","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.3","","","","1"
"2008-02","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.2","","","","1"
"2008-03","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.0","","","","1"
"2008-04","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.3","","","","1"
"2008-05","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.3","","","","1"
"2008-06","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.3","","","","1"
"2008-07","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.4","","","","1"
"2008-08","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.6","","","","1"
"2008-09","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.5","","","","1"
"2008-10","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.5","","","","1"
"2008-11","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.7","","","","1"
"2008-12","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.6","","","","1"
"2009-01","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.4","","","","1"
"2009-02","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.4","","","","1"
"2009-03","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.4","","","","1"
"2009-04","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.0","","","","1"
"2009-05","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","2.0","","","","1"
"2009-06","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.9","","","","1"
"2009-07","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.6","","","","1"
"2009-08","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.5","","","","1"
"2009-09","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2009-10","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.4","","","","1"
"2009-11","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.4","","","","1"
"2009-12","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2010-01","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2010-02","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2010-03","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.1","","","","1"
"2010-04","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2010-05","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.2","","","","1"
"2010-06","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.1","","","","1"
"2010-07","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2010-08","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.2","","","","1"
"2010-09","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2010-10","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.4","","","","1"
"2010-11","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.2","","","","1"
"2010-12","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.4","","","","1"
"2011-01","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.3","","","","1"
"2011-02","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.1","","","","1"
"2011-03","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.6","","","","1"
"2011-04","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.6","","","","1"
"2011-05","Canada","2016A000011124","Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)","Percent","239","units","0","v108785715","1.3","1.8","","","","1"
